0,0,706.0
0,0,392.0
0,0,318.0
0,0,568.0
0,0,294.0
0,0,358.0
0,0,398.0
0,0,238.0
0,0,552.0
0,0,278.0
0,0,364.0
0,0,710.0
0,0,622.0
0,0,652.0
0,0,310.0
0,1,710.0
0,1,706.0
0,1,748.0
0,1,480.0
0,1,716.0
0,1,716.0
0,1,576.0
0,1,652.0
0,1,328.0
0,1,838.0
0,1,748.0
0,1,612.0
0,2,838.0
0,2,748.0
0,2,720.0
0,2,822.0
0,2,780.0
0,2,606.0
0,2,734.0
0,2,328.0
0,2,784.0
0,2,796.0
0,2,886.0
0,2,864.0
1,0,416.0
1,0,368.0
1,0,346.0
1,0,432.0
1,0,960.0
1,0,346.0
1,0,416.0
1,0,744.0
1,0,346.0
1,0,432.0
1,0,911.0
1,0,960.0
1,0,338.0
1,0,432.0
1,0,530.0
1,1,960.0
1,1,960.0
1,1,836.0
1,1,852.0
1,1,918.0
1,1,954.0
1,1,852.0
1,1,938.0
1,1,968.0
1,1,906.0
1,1,814.0
1,1,852.0
1,2,968.0
1,2,960.0
1,2,1229.0
1,2,828.0
1,2,1380.0
1,2,806.0
1,2,278.0
1,2,994.0
1,2,814.0
1,2,992.0
1,2,992.0
1,2,652.0
