2,0,426.0
2,0,312.0
2,0,184.0
2,0,416.0
2,0,404.0
2,0,300.0
2,0,624.0
2,0,590.0
2,0,278.0
2,0,254.0
2,0,240.0
2,0,254.0
2,0,296.0
2,0,284.0
2,0,356.0
2,0,234.0
2,0,348.0
2,0,246.0
2,0,288.0
2,0,378.0
2,0,200.0
2,0,462.0
2,0,694.0
2,0,442.0
2,0,382.0
2,0,420.0
2,0,424.0
2,0,324.0
2,0,574.0
2,0,457.0
2,1,624.0
2,1,590.0
2,1,574.0
2,1,462.0
2,1,442.0
2,1,426.0
2,1,424.0
2,1,420.0
2,1,416.0
2,1,404.0
2,1,448.0
2,1,232.0
2,1,542.0
2,1,464.0
2,1,676.0
2,1,290.0
2,1,588.0
2,1,302.0
2,1,378.0
2,1,560.0
2,1,302.0
2,1,312.0
2,1,478.0
2,1,224.0
2,1,374.0
2,1,286.0
2,1,444.0
2,1,366.0
2,1,246.0
2,1,448.0
2,2,676.0
2,2,624.0
2,2,590.0
2,2,588.0
2,2,574.0
2,2,560.0
2,2,542.0
2,2,478.0
2,2,464.0
2,2,462.0
2,2,516.0
2,2,442.0
2,2,642.0
2,2,232.0
2,2,534.0
2,2,216.0
2,2,370.0
2,2,328.0
2,2,294.0
2,2,708.0
2,2,448.0
2,2,452.0
2,2,502.0
2,2,594.0
2,2,592.0
2,2,468.0
2,2,480.0
2,2,398.0
2,2,264.0
2,2,528.0
2,3,708.0
2,3,676.0
2,3,642.0
2,3,624.0
2,3,594.0
2,3,592.0
2,3,590.0
2,3,588.0
2,3,574.0
2,3,560.0
2,3,688.0
2,3,316.0
2,3,474.0
2,3,642.0
2,3,412.0
2,3,518.0
2,3,522.0
2,3,796.0
2,3,606.0
2,3,540.0
2,3,578.0
2,3,668.0
2,3,488.0
2,3,524.0
2,3,352.0
2,3,302.0
2,3,594.0
2,3,564.0
2,3,442.0
2,3,544.0
2,4,796.0
2,4,708.0
2,4,688.0
2,4,676.0
2,4,668.0
2,4,642.0
2,4,642.0
2,4,624.0
2,4,606.0
2,4,594.0
2,4,779.0
2,4,452.0
2,4,412.0
2,4,634.0
2,4,452.0
2,4,408.0
2,4,560.0
2,4,810.0
2,4,790.0
2,4,456.0
2,4,272.0
2,4,240.0
2,4,346.0
2,4,526.0
2,4,576.0
2,4,578.0
2,4,794.0
2,4,406.0
2,4,794.0
2,4,398.0
2,5,810.0
2,5,796.0
2,5,794.0
2,5,794.0
2,5,779.0
2,5,708.0
2,5,688.0
2,5,676.0
2,5,668.0
2,5,642.0
2,5,504.0
2,5,698.0
2,5,620.0
2,5,370.0
2,5,582.0
2,5,560.0
2,5,521.0
2,5,736.0
2,5,588.0
2,5,752.0
2,5,802.0
2,5,698.0
2,5,608.0
2,5,324.0
2,5,854.0
2,5,677.0
2,5,484.0
2,5,700.0
2,5,690.0
2,5,546.0
2,6,854.0
2,6,810.0
2,6,802.0
